longitude,latitude,object_id,fire_id,asmnt_type,pre_id,post_id,nodata_threshold,low_threshold,moderate_threshold,high_threshold,fire_type,fire_name,greenness_threshold,ig_date,acres
-141.840024073078,62.8030028855812,120,AK6280314184019860614,Extended,50650161985208,50650161987200,-970,160,397,680,Wildfire,613009,-150,1986/06/14 00:00:00+00,2657
-149.732026504939,65.3420013922281,121,AK6534214973219860706,Initial,50720141986180,50720141986200,-970,35,318,620,Wildfire,631016,-150,1986/07/06 00:00:00+00,1774
-154.715025358885,64.326000609315,122,AK6432615471519860708,Initial,50740151985207,50740151986200,-970,105,347,625,Wildfire,631053,-150,1986/07/08 00:00:00+00,15042
-151.266025237955,64.0290012189116,123,AK6402915126619860614,Initial,50710151985202,50720151986200,-970,105,414,750,Wildfire,632010,-150,1986/06/14 00:00:00+00,29564
-119.501013812922,44.7690057345452,143,OR4476911950119860802,Initial,50440291985221,50440291986200,-970,65,151,290,Wildfire,86953423,-150,1986/08/02 00:00:00+00,3111
-117.178013163906,43.4540058521341,349,OR4345411717819860811,Initial,50420301984189,50420301986200,-970,90,284,520,Wildfire,3 FINGERS,-150,1986/08/11 00:00:00+00,16704
-143.032024808475,63.6210026461871,402,AK6362114303219860615,Initial,50650151985208,50650151986200,-970,85,315,580,Wildfire,60 MILE,-150,1986/06/15 00:00:00+00,1231
-117.561012976477,41.8850056832868,418,NV4188511756119860810,Initial,50420311986210,50420311986200,-970,70,352,660,Wildfire,8 MILE 2,-150,1986/08/10 00:00:00+00,3806
-155.335027817255,66.7970003025394,435,AK6679715533519860708,Initial,50750131985214,50760131986300,-970,200,368,600,Wildfire,A309,-150,1986/07/08 00:00:00+00,3941
-120.293013556675,42.5950054999985,440,OR4259512029319860801,Initial,50440301985221,50440301986200,-970,70,225,9999,Wildfire,ABERT,-150,1986/08/01 00:00:00+00,13042
-115.3550127446,42.9690059734003,536,ID4296911535519860704,Initial,50410301985232,50410301986200,-970,0,186,400,Wildfire,ALKALI CR,-150,1986/07/04 00:00:00+00,2339
-119.812013539535,42.9680055721116,791,OR4296811981219860801,Initial,50440301985221,50440301986200,-970,50,146,290,Wildfire,BACON CAMP,-150,1986/08/01 00:00:00+00,34432
-117.932012861188,40.6640055431242,898,NV4066411793219860810,Initial,50420321985223,50420321986200,-970,70,9999,9999,Wildfire,BARBER CYN,-150,1986/08/10 00:00:00+00,2438
-81.2800030019222,25.9520047079824,973,FL2595208128019860107,Initial (SS),NULL,50160421986000,-9999,460,-9999,-9999,Prescribed Fire,BASSLK TRR,-9999,1986/01/07 00:00:00+00,2750
-153.336024621556,63.3980009145614,1055,AK6339815333619860627,Initial,50720161986164,50730151986200,-970,25,279,555,Wildfire,BEAR ISLAND,-150,1986/06/27 00:00:00+00,4687
-120.690012982555,38.0610050953179,1068,CA3806112069019861022,Extended,50430341986217,50430341987200,-970,180,280,450,Prescribed Fire,BEAR MTN. 6,-150,1986/10/22 00:00:00+00,1583
-115.075013265658,46.1070062721754,1084,ID4610711507519860810,Extended,50410281986219,50410281987200,-970,150,350,600,Wildfire,BEAR WALLOW,-150,1986/08/10 00:00:00+00,2847
-117.524012043775,33.7850048662411,1140,CA3378511752419860604,Extended (SS),NULL,50400371987100,-9999,150,-82,-9999,Prescribed Fire,BEDFORD 1,-9999,1986/06/04 00:00:00+00,1242
-115.776012732994,42.4050058845417,1301,ID4240511577619860802,Initial,50410311986171,50410311986200,-970,50,375,9999,Wildfire,BIG HILL,-150,1986/08/02 00:00:00+00,4584
-108.81901110079,40.8290062820522,1309,CO4082910881919860816,Extended,50360321985229,50360321987300,-970,50,202,395,Wildfire,BIG JOE,-150,1986/08/16 00:00:00+00,2536
-78.6890027685301,38.2910076001122,1343,VA3829107868919860502,Initial,50160331985121,50160331986200,-970,-45,213,480,Wildfire,BIG RUN,-150,1986/05/02 00:00:00+00,4161
-81.3210030145998,25.9810047143754,1420,FL2598108132119860201,Initial (SS),NULL,50160421986100,-9999,550,-9999,-9999,Prescribed Fire,BIRDON NW,-9999,1986/02/01 00:00:00+00,1486
-110.441010641824,32.7140050962368,1426,AZ3271411044119860617,Initial,50360371986136,50360371986200,-970,65,237,450,Wildfire,BISCUIT,-150,1986/06/17 00:00:00+00,6095
-116.620013156838,43.9960059490911,1436,ID4399611662019860810,Initial,50420291985175,50420291986200,-970,150,9999,9999,Wildfire,BISSELL CK,-150,1986/08/10 00:00:00+00,40847
-109.097010961653,39.2310060634075,1442,UT3923110909719860714,Initial,50360331984211,50360331986200,-970,100,197,350,Wildfire,BITTERCRK,-150,1986/07/14 00:00:00+00,2489
-115.792012745161,42.4630058885055,1543,ID4246311579219860728,Initial,50410301986171,50410301986200,-970,45,133,270,Wildfire,BLACKSTONE,-150,1986/07/28 00:00:00+00,1628
-80.7140028231809,25.4070045822088,1584,FL2540708071419860802,Initial (SS),NULL,50150421986200,-9999,460,60,-9999,Prescribed Fire,BLOCK A,-9999,1986/08/02 00:00:00+00,1084
-80.6720028114448,25.4270045881677,1587,FL2542708067219860803,Initial (SS),NULL,50150421986200,-9999,520,-9999,-9999,Prescribed Fire,BLOCK D,-9999,1986/08/03 00:00:00+00,993
-115.294012684259,42.6680059508997,1618,ID4266811529419860810,Initial,50410301985232,50410301986300,-970,0,205,9999,Wildfire,BLUE BUTTE,-150,1986/08/10 00:00:00+00,62445
-145.254025538212,64.3570022280084,1645,AK6435714525419860615,Initial (SS),NULL,50680151986200,-9999,480,-33,-340,Wildfire,BLUEBERRY,-9999,1986/06/15 00:00:00+00,12539
-117.53801315243,43.0050057816941,1679,OR4300511753819860810,Initial,50420301984189,50420301986200,-970,0,9999,9999,Wildfire,BOGUS CR,-150,1986/08/10 00:00:00+00,65309
-121.795012965938,36.3520048659886,1755,CA3635212179519861106,Extended,50430351985214,50430351987200,-970,150,296,500,Wildfire,BOTTCHER,-150,1986/11/06 00:00:00+00,2682
-119.058012343829,34.3120048375627,1827,CA3431211905819861110,Initial,50410361985344,50410361986300,-970,85,600,9999,Wildfire,BRADLEY,-150,1986/11/10 00:00:00+00,10100
-113.553012388826,42.9280061273654,1885,ID4292811355319860729,Initial,50400301986180,50400301986200,-970,30,175,9999,Wildfire,BRIGHAM POINT,-150,1986/07/29 00:00:00+00,7637
-81.202002986919,26.2360047809362,1926,FL2623608120219860208,Initial (SS),NULL,50160421986100,-9999,550,-9999,-9999,Prescribed Fire,BROWN,-9999,1986/02/08 00:00:00+00,2851
-116.055012950721,43.4150059509224,1985,ID4341511605519860720,Initial,50410301986171,50410301986200,-970,90,9999,9999,Wildfire,BRYANS RUN,-150,1986/07/20 00:00:00+00,5591
-121.27701289621,36.4450049091363,1987,CA3644512127719860524,Initial,50430351985214,50430351986200,-970,60,263,9999,Wildfire,BRYANT CANYON,-150,1986/05/24 00:00:00+00,2119
-112.930011614729,38.1020056557562,2306,UT3810211293019860726,Initial,50380341986166,50380341987200,-970,90,193,350,Wildfire,BURNT SPOT,-150,1986/07/26 00:00:00+00,1657
-117.561012840653,40.9750056019288,2343,NV4097511756119860624,Initial,50420321984189,50420321986200,-970,120,228,395,Wildfire,BUTTON PT2,-150,1986/06/24 00:00:00+00,4359
-113.014011648615,38.2580056681311,2442,UT3825811301419860702,Initial,50380331986182,50380331986200,-970,60,9999,9999,Wildfire,CACTUSPOND,-150,1986/07/02 00:00:00+00,1864
-117.416013271774,43.8250058609551,2450,OR4382511741619860807,Initial,50420301984189,50420301986200,-970,75,9999,9999,Wildfire,CAINE,-150,1986/08/07 00:00:00+00,9751
-119.538014595991,48.3200059633309,2483,WA4832011953819860821,Initial,50450261985228,50450261986300,-970,45,257,500,Wildfire,CAMERON CK,-150,1986/08/21 00:00:00+00,3714
-116.747011846007,32.9480048098428,2607,CA3294811674719860713,Extended,50400371985177,50400371987200,-970,100,250,450,Wildfire,CAPTAIN,-150,1986/07/13 00:00:00+00,1824
-145.847025889406,64.7200021052229,2616,AK6472014584719860630,Extended,50680151986168,50670151987200,-970,30,305,600,Wildfire,CARIBOU,-150,1986/06/30 00:00:00+00,4268
-119.715012790867,37.7570051385829,2655,CA3775711971519860727,Extended,50420341985223,50420341987200,-970,90,317,580,Wildfire,CASCADE CR,-150,1986/07/27 00:00:00+00,2068
-112.312012335759,44.113006353097,2738,ID4411311231219860722,Initial,50390291985202,50390291986200,-970,50,170,9999,Wildfire,CEDAR BT 2,-150,1986/07/22 00:00:00+00,6488
-112.58101176033,39.8950058871367,2853,UT3989511258119860808,Initial,50380321985243,50380321986200,-970,50,235,390,Wildfire,CHAOS,-150,1986/08/08 00:00:00+00,9687
-119.33301291876,39.3280053107608,3034,NV3932811933319860809,Initial,50430331986217,50430331986200,-970,-8,260,9999,Wildfire,CHURCHL BT,-150,1986/08/09 00:00:00+00,3213
-142.408027917221,66.7940025934354,3042,AK6679414240819860706,Initial,50680131985213,50670131986300,-970,180,442,750,Wildfire,CIK E 24,-150,1986/07/06 00:00:00+00,7790
-142.932027719254,66.5950025111642,3043,AK6659514293219860701,Initial,50680131985213,50670131986200,-970,120,406,725,Wildfire,CIK E 30,-150,1986/07/01 00:00:00+00,11996
-142.859028466722,67.2460024892156,3044,AK6724614285919860701,Initial,50680131985213,50670131986300,-970,250,508,825,Wildfire,CIK N 40,-150,1986/07/01 00:00:00+00,13416
-112.391011780461,40.3420059516665,3058,UT4034211239119860710,Initial,50380321985195,50380321986200,-970,110,285,480,Wildfire,CIRCUS,-150,1986/07/10 00:00:00+00,2670
-112.363011649416,39.3540058419273,3091,UT3935411236319860907,Initial,50380331986214,50380331986300,-970,50,156,310,Wildfire,CLAY SPRINGS,-150,1986/09/07 00:00:00+00,7272
-118.300013640122,44.9590058657157,3096,OR4495911830019860803,Extended,50430291985198,50430291987200,-970,120,285,500,Wildfire,CLEAR,-150,1986/08/03 00:00:00+00,6274
-115.791012341382,39.6470056154148,3201,NV3964711579119860805,Initial,50400321985257,50400321986200,-970,70,250,470,Wildfire,COLD CREEK,-150,1986/08/05 00:00:00+00,3740
-105.30701047473,42.046006701903,3234,WY4204610530719860727,Extended,50340311986202,50340311987200,-970,150,344,590,Wildfire,COLLINS PEAK,-150,1986/07/27 00:00:00+00,4078
-114.489011519354,33.986005057927,3237,CA3398611448919860413,Initial,50380361986086,50380361986100,-970,90,600,9999,Wildfire,COLORADO 2,-150,1986/04/13 00:00:00+00,1403
-117.838013474006,44.5190058766634,3430,OR4451911783819860802,Extended,50430291985198,50430291987200,-970,120,258,450,Wildfire,CORONET,-150,1986/08/02 00:00:00+00,2073
-116.838013519473,45.6960060654166,3444,OR4569611683819860810,Initial,50420281986194,50420281986300,-970,20,194,400,Wildfire,CORRAL CREEK,-150,1986/08/10 00:00:00+00,1633
-154.618024626513,63.4790006928773,3466,AK6347915461819860704,Initial,50730161985200,50740151986200,-970,85,350,645,Wildfire,COTTONWOOD,-150,1986/07/04 00:00:00+00,2239
-106.217011324911,46.0270070973907,3546,MT4602710621719860810,Extended,50360281984163,50360281987200,-970,105,333,600,Wildfire,COW CREEK,-150,1986/08/10 00:00:00+00,1197
-118.463013659538,44.9100058461614,3660,OR4491011846319860811,Extended,50430291985198,50430291987200,-970,150,296,500,Wildfire,CRANE CREEK,-150,1986/08/11 00:00:00+00,5352
-112.779011929979,40.8780059801614,3715,UT4087811277919860808,Initial,50390321985234,50390321986200,-970,60,182,350,Wildfire,CRISTINE,-150,1986/08/08 00:00:00+00,3553
-117.749013462508,44.5430058870515,3859,OR4454311774919860802,Extended,50430291985198,50430291987200,-970,100,277,500,Wildfire,DARK CANYON,-150,1986/08/02 00:00:00+00,2772
-112.579011796575,40.1790059190505,3880,UT4017911257919860816,Extended,50380321986166,50380321987200,-970,85,191,350,Wildfire,DAVIS KNOL,-150,1986/08/16 00:00:00+00,5848
-156.341027128299,66.2370001731689,3898,AK6623715634119860531,Initial,50760131985205,50760131986200,-970,125,250,9999,Wildfire,DCK SW 47,-150,1986/05/31 00:00:00+00,16900
-80.5880027892832,25.5190046133087,3900,FL2551908058819860903,Initial (SS),NULL,50150421986300,-9999,310,-9999,-9999,Wildfire,DDF 07,-9999,1986/09/03 00:00:00+00,812
-118.936012565636,36.8710051079943,3955,CA3687111893619860909,Extended,50420341986210,50420341987200,-970,140,292,500,Wildfire,DEER,-150,1986/09/09 00:00:00+00,10963
-119.545012504817,35.2400049049045,4018,CA3524011954519860717,Initial,50420361985255,50420361986300,-970,15,160,340,Wildfire,DERBY ACRE,-150,1986/07/17 00:00:00+00,1655
-112.521011734689,39.7870058795041,4030,UT3978711252119860612,Initial,50380321986150,50380321986200,-970,110,350,9999,Wildfire,DESERT MTN,-150,1986/06/12 00:00:00+00,1362
-114.942013106481,45.4380062295018,4089,ID4543811494219860812,Extended,50410281986219,50410281987200,-970,150,350,600,Wildfire,DEVILS TEETH,-150,1986/08/12 00:00:00+00,7748
-120.631013738422,43.3360055236445,4124,OR4333612063119860801,Initial,50440301985221,50440301986200,-970,85,270,9999,Wildfire,DICKERSON,-150,1986/08/01 00:00:00+00,2120
-114.304012599552,43.3140060985974,4169,ID4331411430419860906,Initial,50400301986212,50400301986300,-970,75,222,415,Wildfire,DITTO HILL,-150,1986/09/06 00:00:00+00,1061
-115.752012838074,43.0820059484621,4181,ID4308211575219860718,Initial,50410301986171,50410301986200,-970,50,9999,9999,Wildfire,DIVISION,-150,1986/07/18 00:00:00+00,1252
-80.5860027878374,25.4850046047078,4216,FL2548508058619860522,Extended (SS),NULL,50150421986200,-9999,460,-9999,-9999,Wildfire,DOF 48,-9999,1986/05/22 00:00:00+00,815
-116.002012882341,43.0670059248285,4257,ID4306711600219860807,Initial,50410301986203,50410301986200,-970,150,9999,9999,Wildfire,DORSEY BT,-150,1986/08/07 00:00:00+00,15820
-117.688013472923,44.6570059018103,4332,OR4465711768819860803,Initial,50430291986201,50430291986200,-970,-20,152,350,Wildfire,DRY CREEK,-150,1986/08/03 00:00:00+00,2790
-113.034011925222,40.4710059159688,4422,UT4047111303419860704,Initial,50390321985234,50390321986200,-970,75,150,280,Wildfire,DUST,-150,1986/07/04 00:00:00+00,1675
-117.506013372591,44.2940058904657,4586,OR4429411750619860802,Initial,50430291985198,50430291986200,-970,50,300,9999,Wildfire,EDWARD,-150,1986/08/02 00:00:00+00,1978
-111.983011662028,40.0610059512442,4692,UT4006111198319860627,Initial,50380321985195,50380321986200,-970,170,500,9999,Wildfire,ELPORTA FARMS,-150,1986/06/27 00:00:00+00,3195
-120.509014862042,48.7040058777016,4744,WA4870412050919860802,Extended,50450261985228,50450261987200,-970,331,423,611,Wildfire,EUREKA,-150,1986/08/02 00:00:00+00,3476
-143.41302652949,65.4540024871684,4747,AK6545414341319860629,Initial,50670141986177,50670141986300,-970,125,378,670,Wildfire,EUREKA CK,-150,1986/06/29 00:00:00+00,45333
-117.164013300824,44.2410059184694,4797,OR4424111716419860809,Initial,50420291985175,50420291986200,-970,100,9999,9999,Wildfire,FAREWELL,-150,1986/08/09 00:00:00+00,1060
-97.3370074058115,27.3700046431621,4868,TX2737009733719860705,Initial (SS),NULL,50260411986200,-9999,300,-122,-380,Wildfire,FIREWORKS,-9999,1986/07/05 00:00:00+00,4733
-112.278011648585,39.4850058632658,5004,UT3948511227819860907,Initial,50380331986214,50380331986300,-970,40,200,380,Wildfire,FOOL CREEK,-150,1986/09/07 00:00:00+00,7272
-119.808012933841,38.8300052296357,5112,CA3883011980819860716,Extended,50430331985166,50430331987200,-970,60,263,500,Wildfire,FREDRICKSBURG,-150,1986/07/16 00:00:00+00,3598
-145.10402851855,67.216002090201,5212,AK6721614510419860704,Initial,50680131985213,50690131986200,-970,110,313,560,Wildfire,FYU N 37,-150,1986/07/04 00:00:00+00,17173
-154.869026820794,65.8470004610789,5248,AK6584715486919860706,Initial,50740141985207,50740141986200,-970,70,331,620,Wildfire,GAL NE 87,-150,1986/07/06 00:00:00+00,6374
-155.219026114639,65.1650004557265,5257,AK6516515521919860707,Initial,50730141986187,50740141986200,-970,70,309,580,Wildfire,GALNE 42,-150,1986/07/07 00:00:00+00,2917
-116.463013157502,44.1620059776549,5366,ID4416211646319860802,Initial,50420291985175,50420291986200,-970,150,9999,9999,Wildfire,GEORGEWAY,-150,1986/08/02 00:00:00+00,22749
-116.618013280257,44.6740060054578,5490,ID4467411661819860810,Initial,50420291985207,50420291986200,-970,10,195,410,Wildfire,GOODRICH,-150,1986/08/10 00:00:00+00,11232
-108.336010238948,33.173005268034,5560,NM3317310833619860417,Initial,50340371984165,50340371986100,-970,10,179,380,Wildfire,GRANITE,-150,1986/04/17 00:00:00+00,1579
-116.659012496468,39.6300055467154,5592,NV3963011665919860703,Extended,50410321986171,50410321987200,-970,50,259,500,Wildfire,GRASS VAL,-150,1986/07/03 00:00:00+00,7777
-115.983012502268,40.5880056942735,5689,NV4058811598319860807,Initial,50410321985200,50410321986200,-970,60,257,490,Wildfire,GRINDSTONE,-150,1986/08/07 00:00:00+00,2128
-116.825013445522,45.336006038593,5710,OR4533611682519860810,Extended,50420281986194,50420281987200,-970,140,350,9999,Wildfire,GROUSE CREEK,-150,1986/08/10 00:00:00+00,1628
-116.19301334333,45.4190061068022,5760,ID4541911619319860804,Initial,50420281986194,50420281987200,-970,65,186,9999,Wildfire,GUS CREEK,-150,1986/08/04 00:00:00+00,1000
-115.226013134448,45.2970061902852,5821,ID4529711522619860811,Extended,50410291985200,50410291987200,-970,150,296,500,Wildfire,HAND MEADOWS,-150,1986/08/11 00:00:00+00,10985
-83.7240041147167,35.6080068514316,6039,TN3560808372419860403,Initial (SS),NULL,50190351986100,-9999,210,-123,-320,Wildfire,HICKORY,-9999,1986/04/03 00:00:00+00,530
-116.36101315786,44.269005996175,6181,ID4426911636119860802,Initial,50420291986194,50420291986200,-970,40,263,515,Wildfire,HOG CK,-150,1986/08/02 00:00:00+00,9443
-108.957010713584,37.2220058106944,6189,CO3722210895719860621,Initial,50350341985222,50350341986200,-970,15,111,250,Wildfire,HOGAN,-150,1986/06/21 00:00:00+00,5298
-115.729012837738,43.1060059526756,6193,ID4310611572919860628,Initial,50410301986171,50410301986200,-970,70,9999,9999,Wildfire,HOGFARM,-150,1986/06/28 00:00:00+00,2734
-117.59301319292,43.1870057919713,6204,OR4318711759319860811,Initial,50420301986194,50420301986200,-970,45,144,290,Wildfire,HOLE,-150,1986/08/11 00:00:00+00,3624
-82.325003466362,30.7750058428779,6247,GA3077508232519860607,Initial,50170391984158,50170391986200,-970,70,425,9999,Wildfire,HONEY IS,-150,1986/06/07 00:00:00+00,772
-112.343011696105,39.7620058900609,6337,UT3976211234319860810,Initial,50380321985243,50380321986200,-970,75,182,340,Wildfire,HOSE LAY,-150,1986/08/10 00:00:00+00,12185
-109.410010484049,33.4630052569098,6340,AZ3346310941019860504,Extended,50350371984188,50350371987200,-970,15,246,500,Wildfire,HOT AIR/ROBISON,-150,1986/05/04 00:00:00+00,3015
-118.151013554542,44.6500058567472,6399,OR4465011815119860802,Extended,50430291985198,50430291987200,-970,120,258,450,Wildfire,HUCKLEBERRY,-150,1986/08/02 00:00:00+00,8051
-116.633013173719,44.0770059546746,6554,ID4407711663319860807,Initial,50420291986194,50420291986200,-970,40,242,475,Wildfire,INDIAN CK,-150,1986/08/07 00:00:00+00,10087
-117.576013093707,42.6080057446241,6713,OR4260811757619860907,Initial,50420301986226,50420301986300,-970,50,151,300,Wildfire,JACKIES BT,-150,1986/09/07 00:00:00+00,3533
-116.661013137625,43.8450059325761,6776,ID4384511666119860624,Initial,50420301985159,50420301986200,-970,50,245,475,Wildfire,JENESS,-150,1986/06/24 00:00:00+00,1717
-117.234013095868,42.9930058080385,6872,OR4299311723419860811,Initial,50420301986194,50420301986200,-970,35,172,350,Wildfire,JORDAN,-150,1986/08/11 00:00:00+00,11837
-117.116013635111,46.0100060617592,6878,WA4601011711619860811,Initial (SS),NULL,50430281986300,-9999,50,-200,-9999,Wildfire,JOSEPH CANYON 1,-9999,1986/08/11 00:00:00+00,14398
-117.209013616042,45.8330060391021,6879,OR4583311720919860811,Extended,50430281984212,50430281987200,-970,250,360,550,Wildfire,JOSEPH/STARVATION,-150,1986/08/11 00:00:00+00,37064
-118.724013685837,44.8080058131645,6899,OR4480811872419860810,Extended,50440291985221,50440291987200,-970,150,350,600,Wildfire,JUMPOFF,-150,1986/08/10 00:00:00+00,1446
-116.421012796673,42.0500057962051,6918,ID4205011642119860803,Initial,50410311986187,50410311986200,-970,85,186,340,Wildfire,JUNIPER,-150,1986/08/03 00:00:00+00,11824
-112.783011791401,39.825005864,6998,UT3982511278319860808,Initial,50380321985243,50380321986200,-970,10,210,9999,Wildfire,KEG MTN,-150,1986/08/08 00:00:00+00,2765
-154.318023821395,62.4590008228325,7138,AK6245915431819860703,Initial,50730161985200,50720161986200,-970,80,378,700,Wildfire,KLUCHAY,-150,1986/07/03 00:00:00+00,6421
-117.433013658916,45.8410060173738,7194,OR4584111743319860811,Extended,50430281984212,50430281987200,-970,135,317,550,Wildfire,KUHN,-150,1986/08/11 00:00:00+00,1719
-74.3710015239027,40.0270081081847,7277,NJ4002707437119860505,Initial (SS),NULL,50140321986100,-9999,245,-9999,-9999,Wildfire,LAKEHURST NAVAL AIR,-9999,1986/05/05 00:00:00+00,906
-119.063013381852,42.7830056258489,7343,OR4278311906319860810,Initial,50430301985246,50430301986300,-970,35,9999,9999,Wildfire,LAVOY,-150,1986/08/10 00:00:00+00,1863
-118.302012245398,34.6290049157623,7386,CA3462911830219860703,Initial,50410361986171,50410361986200,-970,45,600,9999,Wildfire,LEONA,-150,1986/07/03 00:00:00+00,1019
-117.175013143116,43.336005842477,7393,OR4333611717519860811,Initial,50420301984189,50420301986200,-970,80,292,540,Wildfire,LESLIE GLH,-150,1986/08/11 00:00:00+00,21788
-116.615013410509,45.3570060607368,7544,ID4535711661519860811,Extended,50420281986194,50420281987200,-970,114,336,600,Wildfire,LITTLE GRANITE,-150,1986/08/11 00:00:00+00,10974
-115.777012863418,43.2060059573783,7640,ID4320611577719860627,Initial,50410301986171,50410301986200,-970,50,9999,9999,Wildfire,LOCKMAN,-150,1986/06/27 00:00:00+00,1486
-108.703011032629,40.4980062503181,7694,CO4049810870319860809,Extended,50360321986168,50360321987200,-970,80,170,315,Wildland Fire Use,LONG,-150,1986/08/09 00:00:00+00,1192
-115.561012846424,43.347005989408,7727,ID4334711556119860807,Initial,50410301985232,50410301986300,-970,15,230,470,Wildfire,LONG TOM,-150,1986/08/07 00:00:00+00,10111
-118.634013666975,44.7920058207295,7774,OR4479211863419860811,Extended,50440291985221,50440291987200,-970,150,339,580,Wildfire,LOST LAKE,-150,1986/08/11 00:00:00+00,2805
-118.070013405165,43.9170058073382,7866,OR4391711807019860810,Extended,50430291985198,50430291987200,-970,100,170,300,Wildfire,LWR BEULAH,-150,1986/08/10 00:00:00+00,1334
-113.970012368183,42.2760060272384,7886,ID4227611397019860625,Initial,50390311985186,50390311986200,-970,70,225,9999,Wildfire,MACKEY,-150,1986/06/25 00:00:00+00,3965
-87.7840063198143,46.400008570342,8007,MI4640008778419860506,Initial,50240281985193,50240281986100,-970,220,419,680,Wildfire,MARQUETTE10,-150,1986/05/06 00:00:00+00,671
-87.3530061746578,46.3050085834642,8008,MI4630508735319860506,Initial (SS),NULL,50230281986100,-9999,200,-9999,-9999,Wildfire,MARQUETTE11,-9999,1986/05/06 00:00:00+00,3983
-87.415006182858,46.2220085670313,8009,MI4622208741519860506,Initial (SS),NULL,50230281986100,-9999,250,-9999,-9999,Wildfire,MARQUETTE13,-9999,1986/05/06 00:00:00+00,2491
-87.9380063750072,46.4590085692688,8010,MI4645908793819860506,Initial,50240281985193,50240281986100,-970,150,393,680,Wildfire,MARQUETTE9,-150,1986/05/06 00:00:00+00,521
-118.100013310272,43.3470057588519,8130,OR4334711810019860810,Extended,50430301985246,50430301987200,-970,70,99,190,Wildfire,MCEWEN,-150,1986/08/10 00:00:00+00,18787
-151.505025046897,63.8190011931422,8283,AK6381915150519860705,Extended,50710151985202,50700151987200,-970,105,301,540,Wildfire,MHM ESE 23,-150,1986/07/05 00:00:00+00,6565
-152.48602472363,63.4790010516842,8284,AK6347915248619860704,Initial,50720161986180,50720161986200,-970,30,346,675,Wildfire,MHM S 28,-150,1986/07/04 00:00:00+00,3516
-151.643024763199,63.4930011929833,8285,AK6349315164319860704,Extended,50720151986180,50700161987200,-970,95,300,9999,Wildfire,MHM SE 27,-150,1986/07/04 00:00:00+00,2631
-151.448024914522,63.664001213821,8286,AK6366415144819860705,Initial,50710151985202,50700161986200,-970,160,381,650,Wildfire,MHM SE 27,-150,1986/07/05 00:00:00+00,24573
-151.165024929806,63.6730012611545,8287,AK6367315116519860705,Initial,50710151985202,50700161986200,-970,105,274,9999,Wildfire,MHM SE 36,-150,1986/07/05 00:00:00+00,1572
-154.551023825705,62.4800007826804,8313,AK6248015455119860704,Initial,50730161985200,50720161986200,-970,80,351,650,Wildfire,MIDDLE FORK,-150,1986/07/04 00:00:00+00,1135
-117.482013657499,45.7900060086656,8334,OR4579011748219860811,Extended,50430281984212,50430281987200,-970,150,350,600,Wildfire,MIDDLE POINT,-150,1986/08/11 00:00:00+00,2881
-112.292011653353,39.5010058640645,8408,UT3950111229219860613,Initial,50380331986150,50380331986200,-970,50,540,9999,Wildfire,MILLARD,-150,1986/06/13 00:00:00+00,1439
-116.768011823456,32.5810047645703,8446,CA3258111676819860904,Extended,50400371985177,50400371987200,-970,110,308,550,Wildfire,MINE,-150,1986/09/04 00:00:00+00,1031
-115.072013259573,46.0800062702624,8466,ID4608011507219860810,Extended,50410281986219,50410281987200,-970,150,350,600,Wildfire,MINK CREEK,-150,1986/08/10 00:00:00+00,2072
-122.084013527476,40.5720051909737,8645,CA4057212208419860801,Initial,50440321984251,50440321986200,-970,50,334,640,Prescribed Fire,MOSEMAN RANCH,-150,1986/08/01 00:00:00+00,1853
-117.246013240316,43.8210058764095,8737,OR4382111724619860810,Initial,50420301984189,50420301986200,-970,90,9999,9999,Wildfire,MUD SPRING,-150,1986/08/10 00:00:00+00,1363
-115.016013118403,45.425006221276,8764,ID4542511501619860811,Extended,50410281986219,50410281987200,-970,-25,325,9999,Wildfire,MULE CRK POINT,-150,1986/08/11 00:00:00+00,1242
-117.629012984042,41.8560056748828,8857,NV4185611762919860624,Initial,50420311984189,50420311986200,-970,100,475,650,Wildfire,NATIONAL,-150,1986/06/24 00:00:00+00,16603
-80.7750028370568,25.2510045412352,8942,FL2525108077519860711,Initial (SS),NULL,50150431986200,-9999,420,-9999,-9999,Prescribed Fire,NINE MILE,-9999,1986/07/11 00:00:00+00,1061
-113.626012401018,42.9140061196547,8979,ID4291411362619860729,Initial,50400301986180,50400301986200,-970,30,160,9999,Wildfire,NORLAND N8,-150,1986/07/29 00:00:00+00,5565
-117.143012096497,35.1830050459869,9121,CA3518311714319860530,Initial,50400361984175,50400361986200,-970,75,241,450,Wildfire,NSCRIPTION,-150,1986/05/30 00:00:00+00,4710
-113.408011622608,37.321005530977,9146,UT3732111340819860619,Extended,50380341986166,50380341987200,-970,110,308,550,Wildfire,OAK GROVE,-150,1986/06/19 00:00:00+00,8532
-87.2180056018718,41.6080078297248,9177,IN4160808721819860325,Initial,50220311985115,50220311986100,-970,180,350,580,Wildfire,OGDEN DUNS,-150,1986/03/25 00:00:00+00,863
-116.556013185411,44.2210059739022,9380,ID4422111655619860807,Initial,50420291985175,50420291986200,-970,150,9999,9999,Wildfire,PADDOCK,-150,1986/08/07 00:00:00+00,3742
-97.3560074074603,27.2800046239228,9421,TX2728009735619860704,Initial (SS),NULL,50260411986200,-9999,155,-130,-294,Wildfire,PAN AM,-9999,1986/07/04 00:00:00+00,1518
